timestamp,cpu,gpu,memory,disk_io,network_io,gpu_temp,cpu_temp,risk_score,risk_level,cpu_norm,gpu_norm,mem_norm,disk_io_norm,net_io_norm,heat_norm,cpu_roll_5,gpu_roll_5,heat_roll_5,cpu_roll_10,gpu_roll_10,heat_roll_10,cpu_delta,gpu_delta,heat_delta
2026-04-20 21:25:20.441,51.11915913278487,76.30357298074371,59.2797576724562,299730.58361432125,16023.854724022434,200.0,54.016829657535176,0.6119292467196841,HIGH,0.5111915913278487,0.7630357298074371,0.592797576724562,0.9610244103855631,0.8412030011901418,0.6119292467196842,0.5111915913278487,0.7630357298074371,0.6119292467196842,0.5111915913278487,0.7630357298074371,0.6119292467196842,0.0,0.0,0.0
2026-04-20 21:26:20.441,66.64580622368364,6.543837072185184,68.79639408647978,416388.8777594105,21627.74151248848,32.345083150467666,60.26113322876269,0.4260501856308425,MED,0.6664580622368363,0.06543837072185184,0.6879639408647978,0.9860764284383794,0.867257994192321,0.4260501856308425,0.5888248267823426,0.41423705026464447,0.5189897161752633,0.5888248267823426,0.41423705026464447,0.5189897161752633,0.1552664709089876,0.0,0.0
2026-04-20 21:27:20.441,34.33937943676302,44.35673237241784,47.27780074568463,146323.34095882293,61379.36302487676,51.32227405785645,46.50853126334769,0.3834632061102495,MED,0.3433937943676302,0.4435673237241784,0.4727780074568463,0.9063789969882128,0.9578839411848,0.3834632061102495,0.5070144826441051,0.4240138080844891,0.4738142128202587,0.5070144826441051,0.4240138080844891,0.4738142128202587,0.0,0.3781289530023266,0.0
2026-04-20 21:28:20.441,39.308947463495336,39.205248816277695,61.40703845572055,100637.2172970215,51666.32662215435,48.51385895908849,51.05634675452773,0.3926746800460828,MED,0.39308947463495336,0.39205248816277694,0.6140703845572055,0.8778550518459729,0.9429169042403283,0.3926746800460828,0.4785332306418172,0.41602347810406104,0.4535293296267147,0.4785332306418172,0.41602347810406104,0.4535293296267147,0.04969568026732318,0.0,0.009211473935833325
2026-04-20 21:29:20.441,58.603588152115066,17.789309276546867,32.60206371941118,474493.8830894133,96580.38729091866,37.694146938061614,61.28375472398594,0.4227787660188778,MED,0.5860358815211506,0.17789309276546866,0.3260206371941118,0.9960313114360625,0.9972681708034271,0.4227787660188778,0.5000337608176839,0.36839740103634255,0.44737921690514737,0.5000337608176839,0.36839740103634255,0.44737921690514737,0.19294640688619724,0.0,0.030104085972795014
2026-04-20 21:30:20.441,17.81376912051071,56.31747698841177,47.60609974958405,61897.07918754464,49770.10255607138,59.803828318412265,38.462976698291214,0.33215252267671136,LOW,0.17813769120510708,0.5631747698841177,0.47606099749584047,0.8408149790559218,0.9396682153784149,0.3321525226767113,0.4334229807931355,0.3284252090516787,0.3914238720965527,0.44638441588225436,0.4008602958443051,0.4281747678670747,0.0,0.3852816771186491,0.0
2026-04-20 21:31:20.441,34.93688608715288,44.00510158833581,51.86841117373119,93242.373307238,96973.67046257356,52.43982742627563,51.620037551706986,0.38564172287626053,MED,0.3493688608715288,0.4400510158833581,0.5186841117373119,0.8720389719208401,0.9976212479266352,0.38564172287626053,0.37000514052007405,0.40334773808398,0.3833421795456364,0.4325250508807222,0.4064589701355984,0.42209861858267267,0.1712311696664217,0.0,0.053489200199549225
2026-04-20 21:32:20.441,83.74993880184934,11.636937653893964,37.83931449676581,23568.417166358497,32870.3679109448,32.86142484621213,66.34044289555561,0.5490473834266718,MED,0.8374993880184934,0.11636937653893964,0.3783931449676581,0.7672337406925078,0.9036258562768537,0.5490473834266719,0.4688262592502467,0.3379081486469323,0.4164590150089209,0.4831468430229436,0.370197770936016,0.4379672141881726,0.48813052714696464,0.0,0.1634056605504114
2026-04-20 21:33:20.441,76.29900073215435,31.7564995020192,41.23738038749523,271805.345495966,14521.960384988884,47.04249534043568,68.18284567164181,0.5848200024010028,HIGH,0.7629900073215435,0.317564995020192,0.41237380387495226,0.9535715158310862,0.8326527295871445,0.584820002401003,0.5428063657875647,0.3230106500184152,0.45488807947990495,0.5142405279450102,0.36434968472314666,0.45428419065626485,0.0,0.20119561848125234,0.03577261897433104
2026-04-20 21:34:20.441,68.32057344327899,62.84527600144593,32.96178606936361,179874.39854359202,12028.971422750406,62.085164863530096,65.25486475867868,0.6613045446654576,HIGH,0.6832057344327899,0.6284527600144593,0.32961786069363613,0.9221111563258332,0.8162898684339156,0.6613045446654577,0.5622403363698926,0.4131225834682133,0.5025932352092208,0.5311370485937882,0.3907599922522779,0.47498622605718416,0.0,0.3108877649942673,0.07648454226445478
2026-04-20 21:35:20.441,36.471841988211935,9.766876271451771,42.43929286862649,163266.47769134678,73095.81474463738,36.553028974186745,50.47842094827168,0.2578985570150787,LOW,0.36471841988211934,0.09766876271451772,0.4243929286862649,0.9147285972230933,0.9730621470424636,0.2578985570150787,0.5995564821052949,0.3200213820342933,0.48774244207689427,0.5164897314492153,0.324223295542986,0.4395831570867236,0.0,0.0,0.0
2026-04-20 21:36:20.441,47.777194012955945,13.969568445372628,58.5297914889198,380631.73925983184,56347.08115816488,36.91313214446641,58.8048085726244,0.3425414378592262,LOW,0.4777719401295595,0.1396956844537263,0.585297914889198,0.979233989453702,0.9504517195442646,0.3425414378592262,0.6252370979569012,0.25995031574836697,0.4791223850734875,0.4976211192384876,0.3316490269161735,0.4312322823095619,0.11305352024744014,0.04202692173920858,0.0846428808441475
2026-04-20 21:37:20.441,51.818626350559526,37.06557637689122,31.016765069763807,54837.82206965892,3627.203975830058,45.6952872712628,58.85492539224207,0.45917406361092206,MED,0.5181862635055953,0.37065576376891224,0.3101676506976381,0.8315869648806282,0.712145057546727,0.45917406361092206,0.5613744730543215,0.3108075931943615,0.4611477211103375,0.5151003661522842,0.3243578709206469,0.4388033680596292,0.04041432337603579,0.23096007931518595,0.11663262575169586
2026-04-20 21:38:20.441,50.68565529317623,73.06748554445697,39.971689165955,205781.07859477925,75677.33828503334,64.91675556644212,53.76899098651688,0.5963838739368852,HIGH,0.5068565529317623,0.7306748554445697,0.39971689165955,0.9323651191430881,0.9760776493322879,0.5963838739368853,0.5101477821763651,0.39342956527923706,0.463460495417514,0.526477073981965,0.35822010764882617,0.4591742874487094,0.0,0.36001909167565743,0.13720981032596324
2026-04-20 21:39:20.441,84.37581218740584,65.60902846733127,55.33615026041694,435858.8345036712,80465.37165146189,65.5482385007652,69.27698475682683,0.7686909869937602,CRITICAL,0.8437581218740584,0.6560902846733128,0.5533615026041694,0.9895590067493114,0.9814077628061625,0.7686909869937602,0.5422582596646189,0.39895707021100774,0.48493778388317443,0.5522492980172558,0.4060398268396105,0.49376550954619763,0.33690156894229606,0.0,0.17230711305687485
2026-04-20 21:40:20.441,81.68730399387945,28.85026062288979,34.40207698110707,114739.6461084289,42997.224968312505,45.01737086557405,68.45808741409145,0.6055248664548358,HIGH,0.8168730399387946,0.2885026062288979,0.3440207698110707,0.887849063111689,0.9269591794598492,0.6055248664548359,0.632689183675954,0.43712383891388373,0.5544630457711259,0.6161228328906245,0.3785726104740886,0.5211027439240101,0.0,0.0,0.0
2026-04-20 21:41:20.441,10.556170442495256,43.30604769331743,46.69644012595116,111831.7974248944,12426.604049701438,52.55889649972573,38.72428545194491,0.23656121342824127,LOW,0.10556170442495257,0.4330604769331743,0.4669644012595116,0.8858928604728554,0.8191152510284164,0.2365612134282413,0.5582471365350326,0.4957967974097734,0.533267000884929,0.5917421172459669,0.37787355657907024,0.5061946929792083,0.0,0.1445578707042764,0.0
2026-04-20 21:42:20.441,35.856234561660415,43.90929663075246,58.12075835580711,182451.1715872677,97192.3172307356,48.11710588477815,49.26295219831652,0.3907745938929723,MED,0.35856234561660416,0.4390929663075246,0.5812075835580711,0.9231951064640457,0.997816923223958,0.3907745938929723,0.5263223529572344,0.5094842379174959,0.5195871069413389,0.5438484130057779,0.41014591555592866,0.4903674140258382,0.2530006411916516,0.006032489374350303,0.15421338046473101
2026-04-20 21:43:20.441,32.78723955019741,7.76652105158996,54.382573359195874,251836.83259120188,5622.135749373941,34.83876872466203,47.33780988586229,0.2277895215075443,LOW,0.3278723955019741,0.0776652105158996,0.5438257335919587,0.9477565483910539,0.7502134825223006,0.22778952150754428,0.4905255214712767,0.37888230893176184,0.4458682364554708,0.5003366518238209,0.38615593710549945,0.4546643659364924,0.0,0.0,0.0
2026-04-20 21:44:20.441,29.164951253357792,15.867115406841732,49.57811041110252,492839.57660118974,24584.49951539429,40.21920333245091,48.92177959940344,0.23845816914751367,LOW,0.2916495125335779,0.1586711540684173,0.4957811041110252,0.9989222329345046,0.8783907829970696,0.23845816914751367,0.38010379960318064,0.2793984828107828,0.3398216728862215,0.4611810296338998,0.3391777765108952,0.41237972838469794,0.0,0.08100594355251771,0.010668647639969386
2026-04-20 21:45:20.441,29.164951253357792,59.61622614588947,44.71132530877013,316520.6094661961,63536.20622070902,58.0468314358852,46.8350862535105,0.4134546121037046,MED,0.2916495125335779,0.5961622614588947,0.4471132530877013,0.9651780314490833,0.96088454458369,0.4134546121037046,0.2750590941221373,0.3409304138567821,0.30140762201599525,0.45387413889904565,0.3890271263853329,0.42793533389356064,0.0,0.4374911073904774,0.17499644295619093
2026-04-20 21:46:20.441,76.82419964713904,29.05850487288019,37.46074041599417,21346.795635827195,59293.84784723006,41.42792557430783,65.9353687832737,0.577179217374355,HIGH,0.7682419964713904,0.29058504872880186,0.37460740415994165,0.759689092553642,0.9548805706410167,0.577179217374355,0.40759515253142486,0.3124353282159077,0.36953122280521794,0.48292114453322876,0.4041160628128405,0.4513991118450734,0.47659248393781245,0.0,0.16372460527065036
2026-04-20 21:47:20.441,61.61382323275599,18.07748217537436,57.63750952409864,193980.93780396815,93704.63387930508,38.26221228973395,56.988992171615855,0.4419928680980334,MED,0.6161382323275599,0.1807748217537436,0.5763750952409864,0.9278648668027069,0.994641861155981,0.4419928680980334,0.459110329873616,0.2607716993051515,0.3797748776462302,0.49271634141542525,0.3851279686113237,0.4496809922937846,0.0,0.0,0.0
2026-04-20 21:48:20.441,19.07788169924713,74.3520213708922,65.09357413523924,129712.87222986264,66168.4125804008,67.63093055465436,46.552580942546136,0.41187537567905164,MED,0.1907788169924713,0.7435202137089221,0.6509357413523924,0.8971964133971996,0.9644114012562927,0.4118753756790516,0.4316916141717154,0.3939426999437559,0.41659204848053166,0.46110856782149606,0.3864125044377588,0.4312301424680012,0.0,0.5627453919551785,0.0
2026-04-20 21:49:20.441,52.37204626848052,23.13892181753388,33.72411071223597,448710.6632187101,90091.5966877514,38.68937801339935,59.52100027573312,0.40678796488101865,MED,0.5237204626848052,0.2313892181753388,0.3372411071223597,0.991773578441691,0.9912255498211622,0.4067879648810186,0.47810580420196097,0.40848631276514025,0.4502580076272326,0.42910480190257083,0.3439423977879615,0.3950398402567271,0.3329416456923339,0.0,0.0
2026-04-20 21:50:20.441,37.93676596901287,59.44667591526795,65.88441039810309,443656.1257082935,78097.61681283357,200.0,50.87146747908816,0.46540729947514903,MED,0.3793676596901287,0.5944667591526795,0.6588441039810309,0.9909102642257742,0.9788127942431218,0.46540729947514903,0.495649433633271,0.40814721230389717,0.46064854510152153,0.3853542638777042,0.37453881308033965,0.3810280835587584,0.0,0.36307754097734074,0.058619334594130434
2026-04-20 21:51:20.441,22.9302971275691,72.39156413953094,54.2571623863836,5589.328756698194,10596.418515170197,66.54544809374842,40.52155417394992,0.4271480393235384,MED,0.22930297127569102,0.7239156413953094,0.542571623863836,0.6575779925409097,0.805273768772916,0.4271480393235384,0.3878616285941313,0.4948133308371987,0.43064230949135823,0.39772839056277803,0.4036243295265532,0.40008676614828814,0.0,0.12944888224262985,0.0
2026-04-20 21:52:20.441,65.35161581541546,53.89709446269504,38.9707723784224,356377.4314524204,24106.284205931606,59.265738389362326,58.678599371111055,0.6076980727432728,HIGH,0.6535161581541545,0.5389709446269504,0.389707723784224,0.974216356777402,0.8766841378830225,0.6076980727432729,0.3953372137594502,0.56645255541184,0.46378335042040614,0.42722377181653315,0.4136121273584957,0.42177911403331814,0.42421318687846354,0.0,0.18055003341973452
2026-04-20 21:53:20.441,61.97063192377718,68.69175578706334,56.30451569201374,284585.99306440033,9820.6393988952,61.60613578009909,57.4729105210311,0.6465908146909165,HIGH,0.6197063192377718,0.6869175578706335,0.5630451569201373,0.9570731803487663,0.798668631275102,0.6465908146909165,0.48112271420851027,0.5551320242441824,0.5107264382227792,0.4564071641901128,0.4745373620939691,0.46365924335165537,0.0,0.14794661324368308,0.03889274194764358
2026-04-20 21:54:20.441,29.51917147032669,77.97579160643342,45.723908986670416,446131.2310333795,63298.29328672766,69.01389958697251,51.16827081960263,0.4890181952476938,MED,0.2951917147032669,0.7797579160643342,0.45723908986670414,0.9913342339008022,0.9605585993005071,0.4890181952476938,0.4354169646122026,0.6648057638219813,0.5271724842961141,0.4567613844070818,0.5366460382935608,0.48871524596167343,0.0,0.09284035819370073,0.0
2026-04-20 21:55:20.441,56.15231077010873,41.93882703641479,37.80971951192178,361503.6055154912,28436.850062865156,51.053373647147446,57.04910885675004,0.5046691727663115,MED,0.5615231077010873,0.41938827036414794,0.3780971951192178,0.9753047209456998,0.8910379989005963,0.5046691727663115,0.47184805421439424,0.629790066064275,0.5350248589543467,0.4837487439238327,0.5189686391840861,0.4978367020279341,0.2663313929978204,0.0,0.015650977518617715
2026-04-20 21:56:20.441,24.168854352563915,75.53439382646857,68.1571430801035,457517.3307200038,37330.79067541672,68.71367216238137,44.44905500305495,0.4471507014212578,MED,0.24168854352563915,0.7553439382646857,0.681571430801035,0.9932547795747088,0.9146812743587122,0.44715070142125785,0.47432516866438396,0.6360757254381504,0.5390253913738905,0.4310933986292576,0.5654445281376744,0.4848338504326243,0.0,0.33595566790053777,0.0
2026-04-20 21:57:20.441,87.08959816714022,68.975709160052,41.77795568278343,193163.7665723607,85188.09881592727,62.63576134160306,68.29694331394921,0.7984404256430493,CRITICAL,0.8708959816714023,0.68975709160052,0.4177795568278343,0.9275431562228614,0.9863631222765198,0.7984404256430494,0.5178011333678334,0.6662329548328643,0.5771738619538458,0.4565691735636418,0.6163427551223521,0.5204786061871258,0.6292074381457631,0.0,0.35128972422179155
2026-04-20 21:58:20.441,54.544100996668014,75.21160806205857,57.84119186699892,285460.52387459314,10169.061130191469,67.72222146792129,53.38872950517534,0.6281110382282424,HIGH,0.5454410099666801,0.7521160806205858,0.5784119186699892,0.957307005288592,0.8016974261421254,0.6281110382282423,0.5029480715136152,0.6792726593828547,0.573477906661311,0.4920353928610627,0.6172023418135185,0.5421021724420451,0.0,0.06235898902006576,0.0
2026-04-20 21:59:20.441,80.18984575423643,60.55764633156533,57.88062963981072,351539.55790956755,36269.36954636564,62.08906708569579,65.26422518424098,0.7233696598516799,HIGH,0.8018984575423643,0.6055764633156533,0.5788062963981072,0.9731747473372624,0.9121751785929378,0.7233696598516799,0.6042894200814347,0.6444363688331185,0.6203481995821083,0.5198531923468186,0.65462106632755,0.5737603419391111,0.2564574475756842,0.0,0.09525862162343757
2026-04-20 22:00:20.441,74.80907157433447,70.03042389350777,66.52962210225886,256159.857031608,50400.87132137636,66.15699296814022,68.33032555027557,0.728976125020038,HIGH,0.7480907157433446,0.7003042389350778,0.6652962210225886,0.9490536164925869,0.9407624129300818,0.728976125020038,0.6416029416898861,0.7006195625473046,0.6652095900328534,0.5567254979521403,0.6652048143057898,0.6001172244936,0.0,0.09472777561942447,0.005606465168358055
2026-04-20 22:01:20.441,66.15735018061628,64.68445020770758,65.60021367270265,169659.58326891638,37870.50378767443,62.67227070007247,58.8951533187584,0.655681901914528,HIGH,0.6615735018061628,0.6468445020770759,0.6560021367270266,0.9176557275601008,0.9159283820150164,0.655681901914528,0.7255799333459908,0.6789196753097825,0.7069158301315075,0.5999525510051874,0.6574977003739665,0.622970610752699,0.0,0.0,0.0
2026-04-20 22:02:20.441,12.875381903739369,39.91985135993451,51.70578538830306,143984.08481201393,59287.90942661657,49.01606194838839,43.41700455239784,0.23693169686217425,LOW,0.1287538190373937,0.3991985135993451,0.5170578538830306,0.9051508418250712,0.9548718687000061,0.23693169686217427,0.5771515008191892,0.6208079597095476,0.5946140843753326,0.5474763170935113,0.6435204572712059,0.5858939731645891,0.0,0.0,0.0
2026-04-20 22:03:20.441,20.16484101215078,44.168244504110326,60.799742123944434,108694.69272092477,62477.602343990526,56.86219416684009,48.59617767982191,0.297662024089346,LOW,0.2016484101215078,0.44168244504110327,0.6079974212394443,0.883724553314959,0.9594247590612687,0.297662024089346,0.5083929808501547,0.558721232593651,0.5285242815475533,0.5056705261818849,0.618996945988253,0.5510010941044322,0.07289459108411411,0.04248393144175816,0.060730327227171726
2026-04-20 22:04:20.441,60.99439211985653,59.456850029199614,69.03408317850139,258633.87380229647,32634.169057653973,58.40485208506304,61.95505685233129,0.6037937528359376,HIGH,0.6099439211985653,0.5945685002919961,0.6903408317850139,0.949786100660636,0.9029992923144565,0.6037937528359376,0.4700020735813949,0.5565196399889196,0.5046091001444047,0.5371457468314148,0.6004780044110192,0.5624786498632565,0.4082955110770575,0.15288605525089288,0.3061317287465916
2026-04-20 22:05:20.441,60.99439211985653,10.884228600669946,31.0140297366183,481361.5589242846,83680.02199096448,33.89847614482146,58.03099065440482,0.40950326712181895,MED,0.6099439211985653,0.10884228600669946,0.31014029736618304,0.9971264052637734,0.984811262116651,0.409503267121819,0.44237271467243905,0.4382272494032439,0.44071452856476095,0.5419878281811628,0.5694234059752742,0.5529620592988073,0.0,0.0,0.0
2026-04-20 22:06:20.441,23.86354560566766,16.732778200331452,40.00971592658381,275064.1056883541,71602.2943086562,35.844621191495634,47.29900408343139,0.21011238643533175,LOW,0.2386354560566766,0.16732778200331452,0.4000971592658381,0.9544797534516215,0.9712685366147257,0.21011238643533175,0.3577851055225417,0.3423239053884918,0.3516006254689218,0.5416825194342663,0.5106217903491371,0.5292582278002146,0.0,0.05848549599661507,0.0
2026-04-20 22:07:20.441,86.38922245305552,60.34226875218264,52.17416210045603,306248.65237094177,42250.2062115651,58.70965156963201,65.71592978143282,0.7597044097270638,CRITICAL,0.8638922245305553,0.6034226875218264,0.5217416210045603,0.9626638812629935,0.9254364543158543,0.7597044097270637,0.504812786621174,0.383168740172988,0.45615516804189965,0.5409821437201815,0.5019883499412677,0.5253846262086161,0.6252567684738787,0.4360949055185118,0.549592023291732
2026-04-20 22:08:20.441,70.62768883714952,6.079511647231691,34.64290562027665,23955.318368854623,4552.515830737529,33.9273946799083,65.57497769514782,0.44808417961182384,MED,0.7062768883714952,0.060795116472316904,0.3464290562027665,0.768474558515749,0.7318818178303756,0.44808417961182384,0.6057384822711714,0.30699127445923063,0.4862395991463952,0.5570657315606631,0.43285625352644086,0.5073819403469741,0.0,0.0,0.0
2026-04-20 22:09:20.441,47.93390632698602,12.337562048825111,49.66463500467329,237262.41361950227,17733.58605604651,32.178857881297255,50.27298400601409,0.33695368615721655,LOW,0.4793390632698602,0.12337562048825111,0.4966463500467329,0.9432134905184527,0.8500109489242849,0.33695368615721655,0.5796175106854304,0.2127526984984817,0.43287158581065094,0.5248097921334127,0.38463616924370064,0.4687403429775279,0.0,0.06258050401593421,0.0
2026-04-20 22:10:20.441,59.26800784417732,52.63202381507328,31.81216039088178,187931.69469860915,62773.06161356652,58.64233941184656,58.73790232072969,0.566136142325357,HIGH,0.5926800784417732,0.5263202381507328,0.3181216039088178,0.925450527751004,0.9598346627627251,0.566136142325357,0.5761647421340721,0.29624828892728833,0.46419816085135857,0.5092687284032555,0.36723776916526624,0.4524563447080598,0.11334101517191297,0.4029446176624817,0.22918245616814048
2026-04-20 22:11:20.441,62.6954905295156,17.220082031107225,32.82274989601719,321567.2198249515,3137.8753988913704,39.9043664091277,60.45648069527833,0.44505327130152256,MED,0.6269549052951561,0.17220082031107226,0.32822749896017195,0.9663834953351936,0.6995578800621832,0.4450532713015225,0.6538286319817679,0.29722289658883994,0.5111863378245968,0.5058068687521549,0.3197734009886658,0.43139348164675917,0.0342748268533829,0.0,0.0
2026-04-20 22:12:20.441,56.03793423007032,34.11274446548914,55.73152873769413,229668.1923552668,54788.87053693552,46.7528020426734,59.180125311481866,0.47267858324237844,MED,0.5603793423007032,0.3411274446548914,0.5573152873769412,0.9407343877039808,0.9480152408523314,0.4726785832423785,0.5931260555357976,0.2447638480154529,0.45378117252765965,0.5489694210784858,0.3139662940942204,0.45496817028477954,0.0,0.16892662434381917,0.02762531194085599
2026-04-20 22:13:20.441,86.89524510591313,72.90129814670478,37.831645391571854,35611.289136707564,10527.411137053952,65.47778354124767,70.38089282622241,0.8129766632222979,CRITICAL,0.8689524510591313,0.7290129814670477,0.37831645391571855,0.7986876471925303,0.8047061540074796,0.8129766632222979,0.6256611680733247,0.37840742101439906,0.5267596692497545,0.6156998251722483,0.3426993477368149,0.5064996341980749,0.30857310875842814,0.3878855368121563,0.3402980799799194
